BG,GT,Rep,BF,mat,AF,IT,ID,n,germ.1,germ.2,germ.3,germ.4,germ.5,germ.6,germ.7,germ.8,germ.9,germ.10,germ.11,germ.12,germ.13,germ.14,germ.15,germ.16,germ.17,germ.18
col,rdr2,4,24,24-18,18,24,529,20,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdr2,5,24,24-18,18,24,530,20,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3
col,rdr2,6,24,24-18,18,24,531,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr2,7,24,24-18,18,24,532,20,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdr2,8,24,24-18,18,24,533,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr2,9,24,24-18,18,24,534,20,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdr6,1,24,24-18,18,18,535,21,0,0,0,0,10,11,16,16,16,16,16,16,16,16,16,16,16,16
col,rdr6,2,24,24-18,18,18,536,20,0,0,2,9,17,18,18,18,18,18,18,18,18,18,18,18,18,18
col,rdr6,3,24,24-18,18,18,537,20,0,0,0,0,8,8,10,11,11,11,11,11,11,11,11,11,11,11
col,rdr6,4,24,24-18,18,18,538,20,0,0,4,5,5,5,5,5,5,5,6,7,8,8,10,10,10,10
col,rdr6,5,24,24-18,18,18,539,20,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5
col,rdr6,6,24,24-18,18,18,540,20,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4
col,rdr6,7,24,24-18,18,18,541,20,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
col,rdr6,8,24,24-18,18,18,542,20,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
col,rdr6,9,24,24-18,18,18,543,20,0,0,0,3,15,17,17,17,17,17,17,17,17,17,17,17,17,17
col,rdr6,1,24,24-18,18,24,544,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,2,24,24-18,18,24,545,20,0,0,0,2,11,12,12,12,12,12,12,12,12,12,12,12,12,12
col,rdr6,3,24,24-18,18,24,546,20,0,0,0,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8
col,rdr6,4,24,24-18,18,24,547,20,0,0,0,1,1,1,2,5,5,7,9,10,11,15,16,16,16,16
col,rdr6,5,24,24-18,18,24,548,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,6,24,24-18,18,24,549,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,7,24,24-18,18,24,550,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,8,24,24-18,18,24,551,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,9,24,24-18,18,24,552,20,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
col,dcl234,1,24,24-18,18,18,553,20,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
col,dcl234,2,24,24-18,18,18,554,20,0,0,0,3,13,13,15,15,15,15,16,18,18,19,19,19,19,19
col,dcl234,3,24,24-18,18,18,555,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,dcl234,4,24,24-18,18,18,556,20,0,0,0,1,4,5,7,7,7,7,7,7,7,7,7,7,7,7
col,dcl234,5,24,24-18,18,18,557,20,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3
col,dcl234,6,24,24-18,18,18,558,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,7,24,24-18,18,18,559,20,0,0,0,2,3,5,6,6,6,6,6,6,6,6,6,6,6,6
col,dcl234,8,24,24-18,18,18,560,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,9,24,24-18,18,18,561,20,0,0,0,0,0,3,3,4,4,4,5,5,5,5,5,5,5,5
col,dcl234,1,24,24-18,18,24,562,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,2,24,24-18,18,24,563,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,3,24,24-18,18,24,564,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,4,24,24-18,18,24,565,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,5,24,24-18,18,24,566,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,6,24,24-18,18,24,567,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,7,24,24-18,18,24,568,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,8,24,24-18,18,24,569,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,9,24,24-18,18,24,570,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdd,1,24,24-18,18,18,571,20,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdd,2,24,24-18,18,18,572,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,3,24,24-18,18,18,573,20,0,0,3,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7
col,rdd,4,24,24-18,18,18,574,20,0,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,rdd,5,24,24-18,18,18,575,20,0,0,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5
col,rdd,6,24,24-18,18,18,576,20,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdd,7,24,24-18,18,18,577,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdd,8,24,24-18,18,18,578,20,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdd,9,24,24-18,18,18,579,20,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdd,1,24,24-18,18,24,580,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,2,24,24-18,18,24,581,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,3,24,24-18,18,24,582,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,4,24,24-18,18,24,583,20,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdd,5,24,24-18,18,24,584,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdd,6,24,24-18,18,24,585,20,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,rdd,7,24,24-18,18,24,586,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,8,24,24-18,18,24,587,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,9,24,24-18,18,24,588,20,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,nrpd2a,1,24,24-18,18,18,589,20,0,0,2,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11
col,nrpd2a,2,24,24-18,18,18,590,20,0,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
col,nrpd2a,3,24,24-18,18,18,591,21,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
col,nrpd2a,4,24,24-18,18,18,592,20,0,1,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10
col,nrpd2a,5,24,24-18,18,18,593,20,0,1,8,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13
col,nrpd2a,6,24,24-18,18,18,594,20,0,0,0,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
col,nrpd2a,7,24,24-18,18,18,595,20,0,0,3,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10
col,nrpd2a,8,24,24-18,18,18,596,20,0,0,0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4
col,nrpd2a,9,24,24-18,18,18,597,20,0,0,0,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5
col,nrpd2a,1,24,24-18,18,24,598,20,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,nrpd2a,2,24,24-18,18,24,599,20,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,nrpd2a,3,24,24-18,18,24,600,20,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,nrpd2a,4,24,24-18,18,24,601,20,0,0,6,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
col,nrpd2a,5,24,24-18,18,24,602,20,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,nrpd2a,6,24,24-18,18,24,603,20,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,nrpd2a,7,24,24-18,18,24,604,20,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
col,nrpd2a,8,24,24-18,18,24,605,20,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
col,nrpd2a,9,24,24-18,18,24,606,20,0,0,1,1,1,1,2,9,9,13,15,15,18,18,18,18,18,18
col,ago4,1,24,24-18,18,18,607,20,0,0,4,7,14,15,15,15,15,15,15,15,15,15,15,15,15,15
col,ago4,2,24,24-18,18,24,608,20,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
col,ago4,3,24,24-18,18,18,609,20,0,0,6,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14
col,ago4,4,24,24-18,18,18,610,20,0,1,2,3,4,6,8,8,9,9,9,9,9,9,9,9,9,9
col,ago4,5,24,24-18,18,18,611,20,0,0,3,5,10,11,12,12,12,12,12,12,12,12,12,12,12,12
col,ago4,6,24,24-18,18,18,612,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,ago4,7,24,24-18,18,18,613,20,0,0,0,2,6,9,9,9,9,10,10,13,15,16,17,17,17,17
col,ago4,8,24,24-18,18,18,614,20,0,0,2,4,9,9,11,11,11,11,11,11,11,11,11,11,11,11
col,ago4,9,24,24-18,18,18,615,20,0,2,4,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12
col,ago4,1,24,24-18,18,24,616,20,0,1,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
col,ago4,2,24,24-18,18,18,617,20,0,2,13,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17
col,ago4,3,24,24-18,18,24,618,20,0,0,1,2,10,13,14,14,14,14,14,14,14,14,14,14,14,14
col,ago4,4,24,24-18,18,24,619,20,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
col,ago4,5,24,24-18,18,24,620,20,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
col,ago4,6,24,24-18,18,24,621,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,ago4,7,24,24-18,18,24,622,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,ago4,8,24,24-18,18,24,623,20,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
col,ago4,9,24,24-18,18,24,624,20,0,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
