Day,Ecotype,Mat+AC0-Treat,Frec
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,V,64
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Ws,NV,93
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,V,48
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Cen,NV,38
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,V,98
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
35,Omo,NV,83
42,Wa,V,1
42,Wa,NV,2
42,Wa,NV,2
42,Ra,V,5
42,Ra,V,5
42,Ra,V,5
42,Ra,V,5
42,Ra,V,5
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Ra,NV,19
42,Sha,V,3
42,Sha,V,3
42,Sha,V,3
42,Sha,NV,1
42,Oy,V,2
42,Oy,V,2
42,Oy,NV,2
42,Oy,NV,2
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,V,21
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Cvi,NV,19
42,Tu,V,1
42,Ws,V,3
42,Ws,V,3
42,Ws,V,3
42,Ws,NV,5
42,Ws,NV,5
42,Ws,NV,5
42,Ws,NV,5
42,Ws,NV,5
42,Cen,V,6
42,Cen,V,6
42,Cen,V,6
42,Cen,V,6
42,Cen,V,6
42,Cen,V,6
42,Cen,NV,1
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,V,9
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
42,Omo,NV,21
45,Ra,NV,1
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,V,14
45,Cvi,NV,6
45,Cvi,NV,6
45,Cvi,NV,6
45,Cvi,NV,6
45,Cvi,NV,6
45,Cvi,NV,6
45,Omo,NV,2
45,Omo,NV,2
48,Wa,NV,1
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,V,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Cvi,NV,8
48,Ws,NV,1
48,Omo,V,1
48,Omo,NV,1
53,Wa,V,3
53,Wa,V,3
53,Wa,V,3
53,Wa,NV,1
53,Ra,V,2
53,Ra,V,2
53,Ra,NV,1
53,Sha,NV,2
53,Sha,NV,2
53,Ler,V,2
53,Ler,V,2
53,Ler,NV,2
53,Ler,NV,2
53,Oy,NV,1
53,Cvi,V,1
53,Cvi,NV,1
53,Tu,V,1
53,Ws,V,2
53,Ws,V,2
53,Ws,NV,1
53,Cen,V,1
53,Cen,NV,1
